URL,Version,Status,OIDs,Name,Title,Description,Used
https://terminologia.saude.gov.br/fhir/CodeSystem/BRStatusAgendamentoRegulacaoAssistencial,1.1.0,active,,BRStatusAgendamentoRegulacaoAssistencial,BRStatusAgendamentoRegulacaoAssistencial,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRStatusRegulacaoAssistencial,1.1.0,active,,BRStatusRegulacaoAssistencial,BRStatusRegulacaoAssistencial,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRSubGrupoTabelaSUS,1.1.0,active,,BRSubGrupoTabelaSUS,BRSubGrupoTabelaSUS,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTabelaSUS,1.1.0,active,,BRTabelaSUS,BRTabelaSUS,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTerminologiaPatogeno,1.1.0,active,,BRTerminologiaPatogeno,BRTerminologiaPatogeno,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTerminologiaSuspeitaDiagnostica,1.1.0,active,,BRTerminologiaSuspeitaDiagnostica,BRTerminologiaSuspeitaDiagnostica,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoAleitamentoMaterno,1.1.0,active,,BRTipoAleitamentoMaterno,BRTipoAleitamentoMaterno,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoAmostraGAL,1.1.0,active,,BRTipoAmostraGAL,BRTipoAmostraGAL,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoDeficiencia,1.1.0,active,,BRTipoDeficiencia,BRTipoDeficiencia,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoDispensacaoRealizada,1.1.0,active,,BRTipoDispensacaoRealizada,BRTipoDispensacaoRealizada,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoDocumento,1.1.0,active,,BRTipoDocumento,BRTipoDocumento,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoEstabelecimentoSaude,1.1.0,active,,BRTipoEstabelecimentoSaude,BRTipoEstabelecimentoSaude,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoIdentificador,1.1.0,active,,BRTipoIdentificador,BRTipoIdentificador,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoLogradouro,1.1.0,active,,BRTipoLogradouro,BRTipoLogradouro,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoObservacao,1.1.0,active,,BRTipoObservacao,BRTipoObservacao,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoParticipante,1.1.0,active,,BRTipoParticipante,BRTipoParticipante,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoAVIDEZ,1.1.0,active,,BRTipoResultadoAVIDEZ,BRTipoResultadoAVIDEZ,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoDTNT,1.1.0,active,,BRTipoResultadoDTNT,BRTipoResultadoDTNT,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoHISPT,1.1.0,active,,BRTipoResultadoHISPT,BRTipoResultadoHISPT,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoPRAU,1.1.0,active,,BRTipoResultadoPRAU,BRTipoResultadoPRAU,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoPSNG,1.1.0,active,,BRTipoResultadoPSNG,BRTipoResultadoPSNG,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoRGNR,1.1.0,active,,BRTipoResultadoRGNR,BRTipoResultadoRGNR,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoRSBAC,1.1.0,active,,BRTipoResultadoRSBAC,BRTipoResultadoRSBAC,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoResultadoRSCUL,1.1.0,active,,BRTipoResultadoRSCUL,BRTipoResultadoRSCUL,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTipoSubstanciaUso,1.1.0,active,,BRTipoSubstanciaUso,BRTipoSubstanciaUso,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRTurno,1.1.0,active,,BRTurno,BRTurno,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRUnidadeMedida,1.1.0,active,,BRUnidadeMedida,BRUnidadeMedida,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRUnidadeTempo,1.1.0,active,,BRUnidadeTempo,BRUnidadeTempo,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/BRViaAdministracao,1.1.0,active,,BRViaAdministracao,BRViaAdministracao,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/FormaOrganizacao,1.1.0,active,,FormaOrganizacao,FormaOrganizacao,"",
https://terminologia.saude.gov.br/fhir/CodeSystem/TipoConvenio,1.1.0,active,,TipoConvenio,TipoConvenio,"",
https://terminologia.saude.gov.br/fhir/Codesystem/BRExameHPVCEPHEID,1.1.0,active,,BRExameHPVCEPHEID,BRExameHPVCEPHEID,"",
https://termnologia.saude.gov.br/fhir/CodeSystem/BRModalidadeTelessaude,1.1.0,active,,BRModalidadeTelessaude,BRModalidadeTelessaude,"",
htttps://terminologia.saude.gov.br/CodeSystem/BRMotivoTeleconsultoria,1.1.0,active,,BRMotivoTeleconsultoria,BRMotivoTeleconsultoria,"",
